Latitude,Longitude,Acceleration_x,Acceleration_y,Acceleration_z,Gyro_x,Gyro_y,Gyro_z,Temperature,Pressure,Altitude,Voltage,RfLink
2654.66546,8604.80787,-0.09,0.14,9.13,-0.03,0.03,0,42.53,989.05,203.42,3.32,1
,,,,,,,,,,,,
2654.66546,8604.80787,-0.09,0.14,9.13,-0.03,0.03,0,42.53,989.05,203.42,3.32,0
,,,,,,,,,,,,
2654.66547,8604.80788,-0.06,0.15,9.15,-0.03,0.03,0,42.54,989.06,203.26,3.32,1
,,,,,,,,,,,,
2654.66549,8604.80791,-0.09,0.17,9.14,-0.03,0.03,0,42.54,989.06,203.28,3.32,1
,,,,,,,,,,,,
2654.66549,8604.80792,-0.07,0.16,9.11,-0.03,0.03,0,42.54,989.06,203.36,3.32,1
,,,,,,,,,,,,
2654.66549,8604.80792,-0.09,0.14,9.14,-0.03,0.03,0,42.54,989.06,203.4,3.32,1
,,,,,,,,,,,,
2654.66549,8604.80791,-0.09,0.17,9.14,-0.03,0.04,0,42.54,989.05,203.47,3.32,1
,,,,,,,,,,,,
2654.66552,8604.80791,-0.09,0.15,9.15,-0.03,0.03,0,42.54,989.05,203.47,3.32,1
,,,,,,,,,,,,
2654.66555,8604.8079,-0.08,0.16,9.13,-0.03,0.04,0,42.55,989.06,203.38,3.32,1
,,,,,,,,,,,,
2654.66555,8604.8079,-0.08,0.15,9.12,-0.03,0.03,0,42.55,989.06,203.38,3.32,1
,,,,,,,,,,,,
2654.66554,8604.8079,-0.08,0.17,9.13,-0.03,0.03,0,42.55,989.06,203.37,3.32,1
,,,,,,,,,,,,
2654.66555,8604.8079,-0.09,0.16,9.12,-0.03,0.03,0,42.55,989.06,203.35,3.32,1
,,,,,,,,,,,,
2654.66558,8604.80791,-0.1,0.16,9.12,-0.03,0.03,0,42.55,989.06,203.32,3.32,1
,,,,,,,,,,,,
2654.6656,8604.80791,-0.08,0.15,9.16,-0.03,0.03,0,42.55,989.06,203.35,3.32,1
,,,,,,,,,,,,
2654.6656,8604.80791,-0.08,0.15,9.14,-0.03,0.03,0,42.56,989.05,203.39,3.32,1
,,,,,,,,,,,,
2654.66559,8604.80792,-0.09,0.16,9.13,-0.03,0.04,0,42.56,989.05,203.47,3.32,1
,,,,,,,,,,,,
2654.66558,8604.80793,-0.09,0.16,9.14,-0.03,0.03,0,42.56,989.04,203.48,3.32,1
,,,,,,,,,,,,
2654.66557,8604.80795,-0.06,0.15,9.14,-0.03,0.03,0,42.56,989.05,203.4,3.33,1
,,,,,,,,,,,,
2654.66556,8604.80795,-0.08,0.15,9.15,-0.03,0.03,0,42.57,989.06,203.37,3.32,1
,,,,,,,,,,,,
2654.66556,8604.80796,-0.08,0.16,9.16,-0.03,0.03,0,42.57,989.05,203.39,3.32,1
,,,,,,,,,,,,
2654.66556,8604.80797,-0.08,0.17,9.12,-0.03,0.03,0,42.57,989.06,203.33,3.32,1
,,,,,,,,,,,,
2654.66555,8604.80796,-0.09,0.15,9.13,-0.03,0.04,0,42.57,989.07,203.34,3.32,1
,,,,,,,,,,,,
2654.66556,8604.80796,-0.09,0.15,9.14,-0.03,0.03,0,42.57,989.06,203.34,3.32,1
,,,,,,,,,,,,
2654.66555,8604.80796,-0.08,0.15,9.15,-0.03,0.03,0,42.58,989.06,203.36,3.32,1
,,,,,,,,,,,,
2654.66556,8604.80797,-0.08,0.15,9.17,-0.03,0.03,0,42.58,989.06,203.42,3.31,1
,,,,,,,,,,,,
2654.66557,8604.80798,-0.08,0.16,9.17,-0.03,0.03,0,42.58,989.05,203.47,3.31,1
,,,,,,,,,,,,
2654.66556,8604.80798,-0.08,0.16,9.13,-0.03,0.03,0,42.58,989.06,203.33,3.31,1
,,,,,,,,,,,,
2654.66556,8604.80797,-0.08,0.15,9.12,-0.03,0.03,0,42.58,989.07,203.36,3.32,1
,,,,,,,,,,,,
2654.66556,8604.80797,-0.09,0.16,9.15,-0.03,0.04,0,42.58,989.06,203.31,3.32,1
,,,,,,,,,,,,
2654.66557,8604.80796,-0.09,0.16,9.12,-0.03,0.03,0,42.58,989.07,203.37,3.32,1
,,,,,,,,,,,,
2654.66556,8604.80796,-0.08,0.17,9.15,-0.03,0.04,0,42.58,989.07,203.28,3.32,1
,,,,,,,,,,,,
2654.66557,8604.80796,-0.08,0.17,9.11,-0.03,0.04,0,42.59,989.06,203.34,3.32,1
,,,,,,,,,,,,
2654.66558,8604.80795,-0.09,0.16,9.16,-0.03,0.04,0,42.59,989.06,203.3,3.32,1
,,,,,,,,,,,,
2654.66558,8604.80795,-0.09,0.17,9.11,-0.03,0.04,0,42.59,989.07,203.26,3.32,1
,,,,,,,,,,,,
2654.66557,8604.80795,-0.08,0.16,9.15,-0.03,0.04,0,42.59,989.06,203.41,3.32,1
,,,,,,,,,,,,
2654.66557,8604.80795,-0.08,0.16,9.11,-0.03,0.03,0,42.59,989.06,203.4,3.31,1
,,,,,,,,,,,,
2654.66558,8604.80797,-0.07,0.17,9.15,-0.03,0.03,0,42.59,989.06,203.36,3.32,1
,,,,,,,,,,,,
2654.66559,8604.80797,-0.07,0.16,9.14,-0.03,0.04,0,42.6,989.06,203.38,3.32,1
,,,,,,,,,,,,
2654.66559,8604.808,-0.08,0.16,9.11,-0.03,0.03,0,42.6,989.06,203.41,3.32,1
,,,,,,,,,,,,
2654.6656,8604.80801,-0.08,0.16,9.17,-0.03,0.03,0,42.6,989.05,203.45,3.31,1
,,,,,,,,,,,,
2654.66558,8604.80801,-0.08,0.16,9.12,-0.03,0.04,0,42.6,989.04,203.5,3.32,1
,,,,,,,,,,,,
2654.66559,8604.80801,-0.09,0.16,9.12,-0.03,0.03,0,42.6,989.05,203.48,3.32,1
,,,,,,,,,,,,
2654.66558,8604.80801,-0.1,0.15,9.11,-0.03,0.03,0,42.6,989.04,203.59,3.31,1
,,,,,,,,,,,,
2654.66557,8604.80801,-0.08,0.17,9.13,-0.03,0.03,0,42.61,989.04,203.56,3.31,1
,,,,,,,,,,,,
2654.66556,8604.80802,-0.1,0.14,9.14,-0.03,0.03,0,42.61,989.04,203.55,3.31,1
,,,,,,,,,,,,
2654.66557,8604.80802,-0.08,0.16,9.11,-0.03,0.03,0,42.61,989.03,203.56,3.32,1
,,,,,,,,,,,,
2654.66557,8604.80802,-0.09,0.16,9.16,-0.03,0.03,0,42.61,989.04,203.51,3.31,1
,,,,,,,,,,,,
2654.66557,8604.808,-0.08,0.16,9.15,-0.03,0.03,0,42.61,989.04,203.56,3.31,1
,,,,,,,,,,,,
2654.6656,8604.80798,-0.07,0.16,9.16,-0.03,0.03,0,42.61,989.05,203.42,3.32,1
,,,,,,,,,,,,
2654.6656,8604.80798,-0.07,0.16,9.15,-0.03,0.03,0,42.62,989.05,203.44,3.31,1
,,,,,,,,,,,,
2654.66561,8604.80799,-0.11,0.17,9.15,-0.03,0.03,0,42.62,989.04,203.6,3.3,1
,,,,,,,,,,,,
2654.66563,8604.808,-0.09,0.17,9.11,-0.03,0.03,0,42.62,989.03,203.68,3.31,1
,,,,,,,,,,,,
2654.66564,8604.808,-0.09,0.14,9.13,-0.03,0.04,0,42.62,989.03,203.56,3.31,1
,,,,,,,,,,,,
2654.66563,8604.80801,-0.09,0.16,9.14,-0.03,0.03,0,42.62,989.04,203.57,3.3,1
,,,,,,,,,,,,
2654.66564,8604.80797,-0.1,0.16,9.16,-0.03,0.04,0,42.62,989.03,203.59,3.32,1
,,,,,,,,,,,,
2654.66563,8604.80796,-0.1,0.15,9.14,-0.03,0.03,0,42.63,989.03,203.58,3.31,1
,,,,,,,,,,,,
2654.66565,8604.80795,-0.07,0.16,9.13,-0.03,0.04,0,42.63,989.04,203.59,3.31,1
,,,,,,,,,,,,
2654.66566,8604.80793,-0.09,0.17,9.13,-0.03,0.03,0,42.63,989.04,203.62,3.31,1
,,,,,,,,,,,,
2654.66568,8604.80792,-0.08,0.15,9.14,-0.03,0.03,0,42.63,989.04,203.6,3.31,1
,,,,,,,,,,,,
2654.66566,8604.80793,-0.07,0.16,9.17,-0.03,0.04,0,42.63,989.04,203.6,3.32,1
,,,,,,,,,,,,
2654.66568,8604.80789,-0.08,0.15,9.11,-0.03,0.03,0,42.63,989.03,203.61,3.29,1
,,,,,,,,,,,,
2654.66567,8604.80788,-0.1,0.17,9.14,-0.03,0.03,0,42.63,989.04,203.63,3.3,1
,,,,,,,,,,,,
2654.66568,8604.80786,-0.08,0.15,9.16,-0.03,0.04,0,42.63,989.04,203.58,3.3,1
,,,,,,,,,,,,
2654.66569,8604.80788,-0.08,0.14,9.14,-0.03,0.03,0,42.63,989.03,203.58,3.3,1
,,,,,,,,,,,,
2654.66571,8604.80788,-0.07,0.17,9.1,-0.03,0.04,0,42.64,989.03,203.63,3.3,1
,,,,,,,,,,,,
2654.66571,8604.80787,-0.09,0.16,9.14,-0.03,0.03,0,42.64,989.03,203.64,3.29,1
,,,,,,,,,,,,
2654.66571,8604.80787,-0.08,0.15,9.13,-0.03,0.04,0,42.64,989.03,203.6,3.29,1
,,,,,,,,,,,,
2654.6657,8604.80785,-0.07,0.15,9.12,-0.03,0.04,0,42.64,989.02,203.64,3.28,1
,,,,,,,,,,,,
2654.6657,8604.80785,-0.07,0.15,9.13,-0.03,0.04,0,42.64,989.04,203.52,2.88,1
,,,,,,,,,,,,
2654.6657,8604.80786,-0.09,0.13,9.15,-0.03,0.04,0,42.64,989.04,203.59,3.28,1
,,,,,,,,,,,,
2654.6657,8604.80786,-0.09,0.13,9.15,-0.03,0.04,0,42.64,989.04,203.59,3.28,0
,,,,,,,,,,,,
2654.66569,8604.80789,-0.08,0.16,9.13,-0.03,0.03,0,42.64,989.03,203.58,3.29,1
,,,,,,,,,,,,
2654.66569,8604.80789,-0.08,0.16,9.15,-0.03,0.03,0,42.64,989.03,203.68,3.3,1
,,,,,,,,,,,,
2654.66568,8604.8079,-0.1,0.18,9.16,-0.03,0.04,0,42.65,989.02,203.7,3.3,1
,,,,,,,,,,,,
2654.66567,8604.8079,-0.08,0.13,9.15,-0.03,0.03,0,42.65,989.02,203.68,3.31,1
,,,,,,,,,,,,
2654.66567,8604.8079,-0.09,0.16,9.15,-0.03,0.04,0,42.65,989.02,203.66,3.31,1
,,,,,,,,,,,,
2654.66565,8604.8079,-0.07,0.15,9.16,-0.03,0.04,0,42.65,989.03,203.65,3.31,1
,,,,,,,,,,,,
2654.66561,8604.80789,-0.09,0.16,9.14,-0.03,0.03,0,42.65,989.04,203.55,3.32,1
,,,,,,,,,,,,
2654.66561,8604.80791,-0.08,0.16,9.13,-0.03,0.03,0,42.65,989.04,203.58,3.32,1
,,,,,,,,,,,,
2654.66558,8604.80793,-0.1,0.16,9.12,-0.03,0.03,0,42.65,989.03,203.56,3.31,1
,,,,,,,,,,,,
2654.66557,8604.80795,-0.09,0.16,9.11,-0.03,0.04,0,42.66,989.03,203.65,3.32,1
,,,,,,,,,,,,
2654.66557,8604.80795,-0.09,0.16,9.11,-0.03,0.03,0,42.66,989.02,203.77,3.32,1
,,,,,,,,,,,,
2654.66559,8604.80791,-0.08,0.15,9.15,-0.03,0.03,0,42.66,989.02,203.72,3.32,1
,,,,,,,,,,,,
2654.66557,8604.80789,-0.1,0.16,9.12,-0.03,0.03,0,42.66,989.02,203.65,3.32,1
,,,,,,,,,,,,
2654.66557,8604.80789,-0.08,0.16,9.14,-0.03,0.03,0,42.66,989.03,203.68,3.32,1
,,,,,,,,,,,,
2654.66557,8604.80787,-0.09,0.16,9.12,-0.03,0.04,0,42.66,989.02,203.67,3.33,1
,,,,,,,,,,,,
2654.66557,8604.80786,-0.08,0.14,9.16,-0.03,0.04,0,42.66,989.03,203.62,3.32,1
,,,,,,,,,,,,
2654.66558,8604.80784,-0.1,0.14,9.17,-0.03,0.03,0,42.66,989.03,203.61,3.33,1
,,,,,,,,,,,,
2654.66559,8604.80784,-0.09,0.17,9.14,-0.03,0.03,0,42.67,989.04,203.57,3.32,1
,,,,,,,,,,,,
2654.66559,8604.80784,-0.09,0.14,9.12,-0.03,0.04,0,42.67,989.03,203.66,3.32,1
,,,,,,,,,,,,
2654.6656,8604.80785,-0.09,0.16,9.15,-0.03,0.03,0,42.67,989.03,203.59,3.32,1
,,,,,,,,,,,,
2654.66561,8604.80785,-0.09,0.16,9.15,-0.03,0.03,0,42.67,989.04,203.56,3.33,1
,,,,,,,,,,,,
2654.66561,8604.80787,-0.09,0.15,9.14,-0.03,0.04,0,42.67,989.03,203.63,3.32,1
,,,,,,,,,,,,
2654.66559,8604.80789,-0.08,0.16,9.14,-0.03,0.04,0,42.67,989.04,203.55,3.32,1
,,,,,,,,,,,,
2654.66558,8604.80788,-0.09,0.18,9.13,-0.03,0.04,0,42.67,989.04,203.57,3.32,1
,,,,,,,,,,,,
2654.66558,8604.80789,-0.08,0.17,9.14,-0.03,0.03,0,42.67,989.03,203.59,3.32,1
,,,,,,,,,,,,
2654.66558,8604.80789,-0.09,0.17,9.09,-0.03,0.03,0,42.68,989.03,203.67,3.33,1
,,,,,,,,,,,,
2654.66559,8604.80791,-0.1,0.16,9.11,-0.03,0.04,0,42.68,989.03,203.7,3.33,1
,,,,,,,,,,,,
2654.66561,8604.80792,-0.08,0.15,9.14,-0.03,0.03,0,42.68,989.02,203.66,3.32,1
,,,,,,,,,,,,
2654.66562,8604.80793,-0.07,0.15,9.13,-0.03,0.03,0,42.68,989.02,203.72,3.33,1
,,,,,,,,,,,,
2654.66562,8604.80795,-0.07,0.16,9.15,-0.03,0.04,0,42.68,989.02,203.73,3.32,1
,,,,,,,,,,,,
2654.66562,8604.80796,-0.1,0.15,9.13,-0.03,0.03,0,42.69,989.02,203.73,3.32,1
,,,,,,,,,,,,
2654.6656,8604.80797,-0.09,0.15,9.14,-0.03,0.04,0,42.69,989.02,203.69,3.33,1
,,,,,,,,,,,,
2654.66558,8604.80799,-0.09,0.16,9.15,-0.03,0.04,0,42.69,989.02,203.69,3.32,1
,,,,,,,,,,,,
2654.66557,8604.80801,-0.07,0.15,9.13,-0.03,0.03,0,42.69,989.03,203.63,3.32,1
,,,,,,,,,,,,
2654.66558,8604.80801,-0.09,0.16,9.14,-0.03,0.03,0,42.69,989.03,203.61,3.33,1
,,,,,,,,,,,,
2654.66558,8604.80801,-0.1,0.16,9.13,-0.03,0.03,0,42.69,989.03,203.68,3.34,1
,,,,,,,,,,,,
2654.66557,8604.80804,-0.1,0.14,9.16,-0.03,0.03,0,42.7,989.02,203.73,3.33,1
,,,,,,,,,,,,
2654.66555,8604.80806,-0.09,0.17,9.15,-0.03,0.04,0,42.7,989.02,203.68,3.33,1
,,,,,,,,,,,,
2654.66552,8604.80807,-0.09,0.17,9.15,-0.03,0.04,0,42.7,989.02,203.76,3.33,1
,,,,,,,,,,,,
2654.66549,8604.80811,-0.1,0.16,9.13,-0.03,0.03,0,42.7,989.02,203.66,3.33,1
,,,,,,,,,,,,
2654.66548,8604.80812,-0.09,0.16,9.12,-0.03,0.04,0,42.71,989.02,203.74,3.33,1
,,,,,,,,,,,,
2654.66544,8604.80814,-0.1,0.16,9.14,-0.03,0.03,0,42.71,989.03,203.63,3.34,1
,,,,,,,,,,,,
2654.66543,8604.80814,-0.08,0.17,9.14,-0.03,0.04,0,42.71,989.02,203.66,3.33,1
,,,,,,,,,,,,
2654.66542,8604.80814,-0.06,0.15,9.12,-0.03,0.04,0,42.71,989.02,203.69,3.32,1
,,,,,,,,,,,,
2654.66539,8604.80814,-0.06,0.15,9.14,-0.03,0.04,0,42.71,989.03,203.62,3.32,1
,,,,,,,,,,,,
2654.66538,8604.80812,-0.09,0.17,9.15,-0.03,0.04,0,42.71,989.02,203.63,3.32,1
,,,,,,,,,,,,
2654.66535,8604.80813,-0.08,0.18,9.14,-0.03,0.04,0,42.71,989.03,203.61,3.33,1
,,,,,,,,,,,,
2654.66534,8604.80815,-0.07,0.16,9.14,-0.03,0.04,0,42.72,989.04,203.63,3.34,1
,,,,,,,,,,,,
2654.66533,8604.80816,-0.07,0.15,9.15,-0.03,0.03,0,42.72,989.03,203.64,3.32,1
,,,,,,,,,,,,
2654.66532,8604.80818,-0.1,0.16,9.14,-0.03,0.03,0,42.72,989.03,203.63,3.33,1
,,,,,,,,,,,,
2654.66532,8604.80819,-0.08,0.16,9.12,-0.03,0.03,0,42.72,989.03,203.62,3.32,1
,,,,,,,,,,,,
2654.6653,8604.80819,-0.08,0.17,9.1,-0.03,0.03,0,42.72,989.03,203.7,3.33,1
,,,,,,,,,,,,
2654.6653,8604.8082,-0.09,0.13,9.12,-0.03,0.03,0,42.72,989.02,203.66,3.33,1
,,,,,,,,,,,,
2654.66525,8604.80824,-0.07,0.13,9.16,-0.03,0.04,0,42.72,989.03,203.57,3.33,1
,,,,,,,,,,,,
2654.66521,8604.80825,-0.1,0.16,9.14,-0.03,0.03,0,42.72,989.03,203.58,3.32,1
,,,,,,,,,,,,
2654.6652,8604.80825,-0.09,0.17,9.13,-0.03,0.03,0,42.72,989.02,203.7,3.34,1
,,,,,,,,,,,,
2654.66521,8604.80823,-0.07,0.16,9.12,-0.03,0.03,0,42.73,989.03,203.7,3.33,1
,,,,,,,,,,,,
2654.6652,8604.80824,-0.1,0.15,9.13,-0.03,0.04,0,42.73,989.02,203.76,3.33,1
,,,,,,,,,,,,
2654.66517,8604.80825,-0.08,0.17,9.11,-0.03,0.03,0,42.74,989.03,203.69,3.33,1
,,,,,,,,,,,,
2654.66516,8604.80825,-0.08,0.15,9.12,-0.03,0.04,0,42.74,989.02,203.7,3.33,1
,,,,,,,,,,,,
2654.66514,8604.80826,-0.07,0.17,9.15,-0.03,0.03,0,42.74,989.03,203.6,3.34,1
,,,,,,,,,,,,
2654.66512,8604.80826,-0.07,0.15,9.14,-0.03,0.03,0,42.74,989.03,203.63,3.32,1
,,,,,,,,,,,,
2654.66512,8604.80825,-0.09,0.15,9.14,-0.03,0.04,0,42.74,989.03,203.65,3.33,1
,,,,,,,,,,,,
2654.66511,8604.80825,-0.08,0.17,9.13,-0.03,0.04,0,42.74,989.03,203.62,3.33,1
,,,,,,,,,,,,
2654.66509,8604.80823,-0.11,0.15,9.14,-0.03,0.04,0,42.74,989.03,203.62,3.33,1
,,,,,,,,,,,,
2654.66508,8604.80823,-0.08,0.17,9.14,-0.03,0.04,0,42.74,989.04,203.51,3.33,1
,,,,,,,,,,,,
2654.66508,8604.80823,-0.07,0.17,9.16,-0.03,0.03,0,42.74,989.04,203.55,3.33,1
,,,,,,,,,,,,
2654.66506,8604.80824,-0.08,0.17,9.15,-0.03,0.03,0,42.75,989.03,203.64,3.33,1
,,,,,,,,,,,,
2654.66503,8604.80822,-0.1,0.17,9.11,-0.03,0.04,0,42.75,989.03,203.55,3.33,1
,,,,,,,,,,,,
2654.66503,8604.8082,-0.1,0.13,9.14,-0.03,0.04,0,42.75,989.04,203.47,3.33,1
,,,,,,,,,,,,
2654.66503,8604.8082,-0.07,0.15,9.17,-0.03,0.04,0,42.75,989.05,203.45,3.32,1
,,,,,,,,,,,,
2654.66501,8604.80818,-0.1,0.16,9.13,-0.03,0.04,0,42.75,989.05,203.43,3.33,1
,,,,,,,,,,,,
2654.66499,8604.80817,-0.09,0.17,9.14,-0.03,0.03,0,42.76,989.06,203.46,3.32,1
,,,,,,,,,,,,
2654.66498,8604.80819,-0.1,0.16,9.14,-0.03,0.04,0,42.76,989.05,203.49,3.32,1
,,,,,,,,,,,,
2654.66498,8604.80818,-0.08,0.18,9.14,-0.03,0.04,0,42.76,989.05,203.47,3.33,1
,,,,,,,,,,,,
2654.66496,8604.80819,-0.1,0.15,9.18,-0.03,0.04,0,42.76,989.05,203.52,3.33,1
,,,,,,,,,,,,
2654.66496,8604.80818,-0.11,0.17,9.12,-0.03,0.03,0,42.76,989.04,203.52,3.32,1
,,,,,,,,,,,,
2654.66496,8604.80817,-0.08,0.15,9.17,-0.03,0.04,0,42.77,989.04,203.51,3.32,1
,,,,,,,,,,,,
2654.66493,8604.80819,-0.08,0.16,9.15,-0.03,0.04,0,42.77,989.05,203.54,3.33,1
,,,,,,,,,,,,
2654.66489,8604.8082,-0.08,0.16,9.14,-0.03,0.03,0,42.77,989.04,203.55,3.33,1
,,,,,,,,,,,,
2654.66485,8604.80825,-0.1,0.18,9.16,-0.03,0.04,0,42.77,989.04,203.42,3.32,1
,,,,,,,,,,,,
2654.66482,8604.80825,-0.08,0.16,9.12,-0.03,0.04,0,42.78,989.05,203.59,3.32,1
,,,,,,,,,,,,
2654.66479,8604.80823,-0.08,0.15,9.13,-0.03,0.03,0,42.78,989.03,203.54,3.35,1
,,,,,,,,,,,,
2654.66474,8604.80824,-0.1,0.15,9.13,-0.03,0.04,0,42.78,989.04,203.54,3.33,1
,,,,,,,,,,,,
2654.66473,8604.80826,-0.09,0.15,9.11,-0.03,0.03,0,42.78,989.04,203.47,3.33,1
,,,,,,,,,,,,
2654.66471,8604.80827,-0.08,0.17,9.11,-0.03,0.04,0,42.79,989.05,203.43,3.33,1
,,,,,,,,,,,,
2654.66464,8604.80828,-0.07,0.15,9.11,-0.03,0.04,0,42.79,989.04,203.55,3.34,1
,,,,,,,,,,,,
2654.66462,8604.80828,-0.08,0.15,9.16,-0.03,0.03,0,42.79,989.04,203.61,3.33,1
,,,,,,,,,,,,
2654.66457,8604.80832,-0.07,0.16,9.12,-0.03,0.03,0,42.79,989.05,203.5,3.33,1
,,,,,,,,,,,,
2654.66455,8604.80831,-0.09,0.17,9.14,-0.03,0.04,0,42.8,989.04,203.55,3.33,1
,,,,,,,,,,,,
2654.66455,8604.8083,-0.08,0.16,9.12,-0.03,0.04,0,42.8,989.05,203.49,3.33,1
,,,,,,,,,,,,
2654.66452,8604.80829,-0.09,0.16,9.13,-0.03,0.04,0,42.8,989.04,203.54,3.33,1
,,,,,,,,,,,,
2654.66451,8604.80829,-0.08,0.14,9.15,-0.03,0.04,0,42.8,989.04,203.53,3.32,1
,,,,,,,,,,,,
2654.6645,8604.80831,-0.11,0.16,9.16,-0.03,0.04,0,42.8,989.04,203.6,3.32,1
,,,,,,,,,,,,
2654.66449,8604.80832,-0.09,0.16,9.16,-0.03,0.03,0,42.8,989.04,203.51,3.32,1
,,,,,,,,,,,,
2654.66449,8604.80833,-0.11,0.15,9.16,-0.03,0.04,0,42.8,989.04,203.52,3.33,1
,,,,,,,,,,,,
2654.66449,8604.80836,-0.09,0.16,9.14,-0.03,0.04,0,42.8,989.03,203.64,3.32,1
,,,,,,,,,,,,
2654.66449,8604.80837,-0.07,0.14,9.13,-0.03,0.04,0,42.81,989.03,203.6,3.33,1
,,,,,,,,,,,,
2654.6645,8604.8084,-0.08,0.16,9.13,-0.03,0.03,0,42.81,989.03,203.59,3.33,1
,,,,,,,,,,,,
2654.6645,8604.8084,-0.08,0.16,9.13,-0.03,0.03,0,42.81,989.03,203.59,3.33,0
,,,,,,,,,,,,
2654.66449,8604.80839,-0.1,0.15,9.14,-0.03,0.04,0,42.81,989.03,203.62,3.32,1
,,,,,,,,,,,,
2654.66448,8604.80838,-0.23,0.09,9.9,-0.03,0.03,0,42.82,989.04,203.51,3.33,1
,,,,,,,,,,,,
2654.66418,8604.80889,-5.07,0.11,78.45,0.12,0.3,-0.16,42.82,989.05,204.24,3.32,1
,,,,,,,,,,,,
0,0,-6.85,0.86,-3.67,-0.45,0.1,-4.12,0,0,1733.88,3.31,1
,,,,,,,,,,,,
0,0,-2.42,7.07,-3.12,0.03,0.31,-3.49,42.75,976.07,318.76,3.33,1
,,,,,,,,,,,,
2654.6566,8604.80702,0.89,4.25,-2.67,0.15,0.37,-3.36,42.75,975.54,327.73,3.34,1
,,,,,,,,,,,,
2654.64837,8604.80906,2.3,1.16,-1.99,0.22,-0.02,-2.88,42.74,969.44,388.93,3.35,1
,,,,,,,,,,,,
0,0,-1.36,-0.82,-1.57,-0.03,0.4,-2.13,0,0,1733.88,3.2,1
,,,,,,,,,,,,
0,0,0.79,0.07,-1.42,-0.18,0.28,-2.02,24.15,821.6,536.26,3.19,1
,,,,,,,,,,,,
0,0,0.11,0.67,-1.05,0.25,0.05,-2.06,46.68,949.72,548.64,3.11,1
,,,,,,,,,,,,
2654.59964,8604.81524,0.11,0.29,-0.96,0.26,-0.2,-2.05,0,0,1733.88,3.12,1
,,,,,,,,,,,,
2654.59032,8604.81603,-7.77,2.68,78.45,-0.57,-0.3,-2.36,0,0,1733.88,3.15,1
