Acceleration_x,Acceleration_y,Acceleration_z,Gyro_x,Gyro_y,Gyro_z,Temperature,Pressure,Altitude,Voltage,Rflink
0.07,1.02,-9.33,-0.03,0.03,0.03,38.65,984.48,242.37,3.68,1
,,,,,,,,,,
0.07,1.05,-9.33,-0.03,0.03,0.03,38.65,984.47,242.45,3.72,1
,,,,,,,,,,
0.06,1.02,-9.31,-0.03,0.03,0.03,38.66,984.46,242.51,3.76,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,38.66,984.46,242.47,3.76,1
,,,,,,,,,,
0.05,1.01,-9.36,-0.03,0.03,0.03,38.66,984.46,242.5,3.67,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,38.67,984.48,242.3,3.74,1
,,,,,,,,,,
0.08,1.04,-9.36,-0.03,0.03,0.03,38.67,984.48,242.4,3.71,1
,,,,,,,,,,
0.06,1.03,-9.35,-0.03,0.03,0.03,38.68,984.47,242.47,3.85,1
,,,,,,,,,,
0.06,1.05,-9.31,-0.03,0.03,0.03,38.68,984.45,242.59,3.68,1
,,,,,,,,,,
0.06,1.02,-9.35,-0.03,0.03,0.03,38.69,984.45,242.65,3.71,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,38.69,984.43,242.67,3.81,1
,,,,,,,,,,
0.09,1.03,-9.35,-0.03,0.03,0.03,38.7,984.43,242.73,3.8,1
,,,,,,,,,,
0.07,1,-9.32,-0.03,0.04,0.03,38.7,984.43,242.79,3.73,1
,,,,,,,,,,
0.09,1.04,-9.34,-0.03,0.03,0.03,38.71,984.43,242.76,3.77,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.04,38.71,984.42,242.82,3.95,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,38.72,984.43,242.85,3.9,1
,,,,,,,,,,
0.09,1.02,-9.32,-0.03,0.03,0.03,38.72,984.41,242.95,3.88,1
,,,,,,,,,,
0.05,1.01,-9.33,-0.03,0.03,0.04,38.73,984.41,242.92,3.72,1
,,,,,,,,,,
0.07,1.03,-9.31,-0.03,0.03,0.03,38.73,984.41,242.91,3.79,1
,,,,,,,,,,
0.06,1.04,-9.33,-0.03,0.03,0.04,38.74,984.41,242.92,3.7,1
,,,,,,,,,,
0.06,1.04,-9.34,-0.03,0.03,0.03,38.74,984.41,243.01,3.94,1
,,,,,,,,,,
0.08,1.02,-9.31,-0.03,0.03,0.04,38.75,984.41,242.94,3.76,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,38.75,984.41,242.9,3.88,1
,,,,,,,,,,
0.08,1.02,-9.36,-0.03,0.03,0.04,38.75,984.42,242.92,3.88,1
,,,,,,,,,,
0.09,1.03,-9.36,-0.03,0.03,0.03,38.76,984.43,242.74,3.81,1
,,,,,,,,,,
0.07,1.03,-9.36,-0.03,0.03,0.04,38.76,984.42,242.87,3.73,1
,,,,,,,,,,
0.07,1.02,-9.34,-0.03,0.03,0.03,38.77,984.42,242.91,3.94,1
,,,,,,,,,,
0.07,1.02,-9.36,-0.03,0.03,0.03,38.77,984.39,243.1,3.94,1
,,,,,,,,,,
0.06,1.01,-9.32,-0.03,0.03,0.03,38.77,984.39,243.1,3.96,1
,,,,,,,,,,
0.07,1.05,-9.33,-0.03,0.03,0.03,38.78,984.38,243.25,3.94,1
,,,,,,,,,,
0.07,1.01,-9.34,-0.03,0.03,0.03,38.79,984.37,243.32,3.7,1
,,,,,,,,,,
0.07,1.03,-9.36,-0.03,0.03,0.03,38.79,984.36,243.39,3.72,1
,,,,,,,,,,
0.09,1.02,-9.35,-0.03,0.03,0.03,38.79,984.35,243.49,3.95,1
,,,,,,,,,,
0.08,1.03,-9.35,-0.03,0.03,0.03,38.79,984.32,243.63,3.96,1
,,,,,,,,,,
0.06,1.02,-9.37,-0.03,0.03,0.03,38.8,984.33,243.63,3.85,1
,,,,,,,,,,
0.05,1.02,-9.31,-0.03,0.03,0.03,38.8,984.33,243.58,3.88,1
,,,,,,,,,,
0.07,1.05,-9.35,-0.03,0.03,0.03,38.81,984.33,243.69,3.95,1
,,,,,,,,,,
0.07,1.05,-9.34,-0.03,0.03,0.03,38.81,984.33,243.61,3.96,1
,,,,,,,,,,
0.09,1.04,-9.34,-0.03,0.03,0.03,38.82,984.34,243.47,3.84,1
,,,,,,,,,,
0.07,1.04,-9.33,-0.03,0.03,0.03,38.82,984.35,243.34,3.96,1
,,,,,,,,,,
0.06,1.02,-9.34,-0.03,0.03,0.03,38.82,984.37,243.38,3.77,1
,,,,,,,,,,
0.06,1.04,-9.33,-0.03,0.03,0.03,38.83,984.36,243.34,3.94,1
,,,,,,,,,,
0.04,1.04,-9.34,-0.03,0.03,0.03,38.83,984.36,243.33,3.88,1
,,,,,,,,,,
0.08,1.04,-9.33,-0.03,0.03,0.03,38.83,984.35,243.43,3.89,1
,,,,,,,,,,
0.08,1.04,-9.32,-0.03,0.03,0.03,38.84,984.36,243.32,3.93,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,38.84,984.37,243.21,3.94,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,38.85,984.39,243.12,3.73,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,38.85,984.39,243.12,3.73,0
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,38.85,984.4,243.01,3.85,1
,,,,,,,,,,
0.08,1.05,-9.31,-0.03,0.03,0.03,38.86,984.42,242.94,3.71,1
,,,,,,,,,,
0.05,1.03,-9.33,-0.03,0.03,0.03,38.86,984.43,242.75,3.93,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,38.87,984.42,242.8,3.87,1
,,,,,,,,,,
0.08,1.02,-9.31,-0.03,0.03,0.03,38.87,984.43,242.79,3.91,1
,,,,,,,,,,
0.05,1.02,-9.36,-0.03,0.03,0.03,38.88,984.45,242.53,3.87,1
,,,,,,,,,,
0.06,1.01,-9.34,-0.03,0.03,0.03,38.88,984.46,242.53,3.69,1
,,,,,,,,,,
0.06,1.02,-9.35,-0.03,0.03,0.04,38.89,984.46,242.5,3.79,1
,,,,,,,,,,
0.03,1.05,-9.32,-0.03,0.03,0.03,38.89,984.48,242.38,3.8,1
,,,,,,,,,,
0.06,1.02,-9.35,-0.03,0.03,0.04,38.89,984.48,242.37,3.96,1
,,,,,,,,,,
0.06,1.04,-9.32,-0.03,0.03,0.03,38.9,984.49,242.26,3.71,1
,,,,,,,,,,
0.08,1.04,-9.36,-0.03,0.03,0.03,38.9,984.5,242.09,3.68,1
,,,,,,,,,,
0.08,1.01,-9.3,-0.03,0.03,0.03,38.91,984.5,242.1,3.83,1
,,,,,,,,,,
0.06,1.03,-9.31,-0.03,0.03,0.03,38.91,984.5,242.12,3.69,1
,,,,,,,,,,
0.05,1.03,-9.32,-0.03,0.03,0.03,38.92,984.51,242.01,3.69,1
,,,,,,,,,,
0.07,1,-9.31,-0.03,0.03,0.03,38.92,984.53,241.93,3.7,1
,,,,,,,,,,
0.07,1.09,-9.32,-0.03,0.03,0.03,38.92,984.53,241.84,3.7,1
,,,,,,,,,,
0.06,1.01,-9.37,-0.03,0.03,0.03,38.93,984.54,241.82,3.68,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,38.93,984.53,241.92,3.69,1
,,,,,,,,,,
0.05,0.99,-9.33,-0.03,0.03,0.03,38.93,984.53,241.86,3.96,1
,,,,,,,,,,
0.09,1.05,-9.33,-0.03,0.03,0.04,38.94,984.54,241.76,3.85,1
,,,,,,,,,,
0.06,1.01,-9.32,-0.03,0.03,0.03,38.94,984.56,241.59,3.79,1
,,,,,,,,,,
0.09,1.01,-9.32,-0.03,0.03,0.03,38.94,984.56,241.66,3.68,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,38.95,984.55,241.82,3.96,1
,,,,,,,,,,
0.09,1,-9.34,-0.03,0.03,0.03,38.95,984.52,242.05,3.91,1
,,,,,,,,,,
0.06,1.05,-9.34,-0.03,0.03,0.03,38.95,984.51,242.15,3.91,1
,,,,,,,,,,
0.08,1,-9.33,-0.03,0.03,0.03,38.96,984.5,242.18,3.67,1
,,,,,,,,,,
0.07,1.02,-9.34,-0.03,0.03,0.03,38.96,984.51,242.06,3.67,1
,,,,,,,,,,
0.04,1.02,-9.33,-0.03,0.03,0.03,38.96,984.5,242.15,3.95,1
,,,,,,,,,,
0.08,1.01,-9.34,-0.03,0.03,0.03,38.96,984.5,242.11,3.75,1
,,,,,,,,,,
0.09,1.06,-9.36,-0.03,0.03,0.03,38.97,984.51,242.05,3.88,1
,,,,,,,,,,
0.06,1.02,-9.28,-0.03,0.03,0.03,38.97,984.51,242.09,3.74,1
,,,,,,,,,,
0.05,1.05,-9.29,-0.03,0.03,0.03,38.97,984.5,242.25,3.68,1
,,,,,,,,,,
0.07,1.02,-9.35,-0.03,0.03,0.03,38.98,984.46,242.52,3.94,1
,,,,,,,,,,
0.06,1.05,-9.34,-0.03,0.03,0.04,38.98,984.42,242.89,3.67,1
,,,,,,,,,,
0.04,1.02,-9.35,-0.03,0.03,0.03,38.98,984.39,243.13,3.75,1
,,,,,,,,,,
0.07,1.03,-9.36,-0.03,0.03,0.03,38.98,984.37,243.27,3.85,1
,,,,,,,,,,
0.06,1.03,-9.35,-0.03,0.03,0.03,38.99,984.34,243.5,3.7,1
,,,,,,,,,,
0.08,1.03,-9.31,-0.03,0.03,0.03,38.99,984.34,243.59,3.73,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,38.99,984.33,243.65,3.83,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.04,38.99,984.32,243.73,3.7,1
,,,,,,,,,,
0.07,1.01,-9.35,-0.03,0.03,0.03,38.99,984.3,243.87,3.75,1
,,,,,,,,,,
0.09,1.02,-9.35,-0.03,0.03,0.04,39,984.28,244.05,3.82,1
,,,,,,,,,,
0.07,1.02,-9.38,-0.03,0.03,0.03,39,984.29,244,3.88,1
,,,,,,,,,,
0.05,1.04,-9.3,-0.03,0.03,0.04,39,984.28,243.98,3.67,1
,,,,,,,,,,
0.09,1.02,-9.34,-0.03,0.03,0.03,39,984.28,244.06,3.67,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,39,984.25,244.29,3.76,1
,,,,,,,,,,
0.08,1.02,-9.35,-0.03,0.03,0.04,39.01,984.24,244.43,3.85,1
,,,,,,,,,,
0.08,1.02,-9.34,-0.03,0.03,0.03,39.01,984.22,244.57,3.68,1
,,,,,,,,,,
0.06,1.01,-9.33,-0.03,0.03,0.03,39.01,984.21,244.64,3.83,1
,,,,,,,,,,
0.07,1.03,-9.35,-0.03,0.03,0.03,39.01,984.22,244.56,3.71,1
,,,,,,,,,,
0.07,1.01,-9.34,-0.03,0.03,0.03,39.01,984.2,244.75,3.7,1
,,,,,,,,,,
0.06,1.05,-9.32,-0.03,0.03,0.03,39.02,984.2,244.76,3.85,1
,,,,,,,,,,
0.05,1.04,-9.32,-0.03,0.03,0.04,39.02,984.18,244.96,3.84,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,39.02,984.17,244.97,3.69,1
,,,,,,,,,,
0.07,1.02,-9.36,-0.03,0.03,0.03,39.02,984.15,245.21,3.85,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.03,984.14,245.23,3.76,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.03,984.14,245.25,3.88,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.03,984.13,245.31,3.96,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.03,984.12,245.42,3.71,1
,,,,,,,,,,
0.1,1.02,-9.33,-0.03,0.03,0.03,39.03,984.11,245.48,3.9,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,39.03,984.1,245.54,3.74,1
,,,,,,,,,,
0.09,1.03,-9.32,-0.03,0.03,0.03,39.04,984.14,245.28,3.91,1
,,,,,,,,,,
0.06,1.02,-9.35,-0.03,0.03,0.03,39.04,984.11,245.49,3.82,1
,,,,,,,,,,
0.07,1.01,-9.34,-0.03,0.03,0.03,39.04,984.09,245.65,3.77,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.04,984.08,245.75,3.95,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.05,984.07,245.84,3.7,1
,,,,,,,,,,
0.07,1.03,-9.37,-0.03,0.03,0.03,39.05,984.06,245.98,3.96,1
,,,,,,,,,,
0.07,1.03,-9.35,-0.03,0.03,0.03,39.05,984.04,246,3.94,1
,,,,,,,,,,
0.06,1.02,-9.31,-0.03,0.03,0.03,39.05,984.04,246.1,3.79,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.05,984.05,246,3.95,1
,,,,,,,,,,
0.09,1.02,-9.33,-0.03,0.03,0.03,39.06,984.05,246.12,3.96,1
,,,,,,,,,,
0.08,1.03,-9.34,-0.03,0.03,0.03,39.06,984.03,246.22,3.96,1
,,,,,,,,,,
0.05,1.02,-9.36,-0.03,0.03,0.03,39.06,984.03,246.18,3.91,1
,,,,,,,,,,
0.07,1.01,-9.34,-0.03,0.03,0.03,39.06,984.04,246.01,3.92,1
,,,,,,,,,,
0.09,1.02,-9.36,-0.03,0.03,0.03,39.07,984.04,246.04,3.68,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.07,984.06,245.98,3.93,1
,,,,,,,,,,
0.07,1.01,-9.34,-0.03,0.03,0.03,39.07,984.05,246,3.96,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.07,984.06,245.85,3.94,1
,,,,,,,,,,
0.08,1.02,-9.32,-0.03,0.03,0.03,39.08,984.07,245.78,3.68,1
,,,,,,,,,,
0.09,1.03,-9.34,-0.03,0.03,0.03,39.08,984.09,245.61,3.93,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.08,984.11,245.53,3.95,1
,,,,,,,,,,
0.08,1,-9.34,-0.03,0.03,0.03,39.08,984.11,245.43,3.68,1
,,,,,,,,,,
0.07,1.01,-9.35,-0.03,0.03,0.03,39.09,984.14,245.16,3.9,1
,,,,,,,,,,
0.09,1.02,-9.33,-0.03,0.03,0.03,39.09,984.16,244.97,3.76,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,39.09,984.17,244.97,3.95,1
,,,,,,,,,,
0.09,1.03,-9.3,-0.03,0.03,0.03,39.1,984.17,244.96,3.94,1
,,,,,,,,,,
0.07,1.03,-9.3,-0.03,0.03,0.03,39.1,984.18,244.81,3.7,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,39.1,984.19,244.84,3.82,1
,,,,,,,,,,
0.05,1.01,-9.33,-0.03,0.03,0.03,39.1,984.2,244.69,3.95,1
,,,,,,,,,,
0.07,1.04,-9.34,-0.03,0.03,0.03,39.11,984.21,244.53,3.96,1
,,,,,,,,,,
0.07,1.04,-9.34,-0.03,0.03,0.03,39.11,984.21,244.53,3.96,0
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,39.11,984.23,244.47,3.92,1
,,,,,,,,,,
0.08,1.04,-9.34,-0.03,0.03,0.03,39.11,984.23,244.55,3.81,1
,,,,,,,,,,
0.08,1.04,-9.34,-0.03,0.03,0.03,39.11,984.23,244.55,3.81,0
,,,,,,,,,,
0.08,1.04,-9.33,-0.03,0.03,0.04,39.12,984.23,244.33,3.95,1
,,,,,,,,,,
0.1,1.01,-9.34,-0.03,0.03,0.03,39.12,984.27,244.12,3.73,1
,,,,,,,,,,
0.06,1.02,-9.35,-0.03,0.03,0.03,39.12,984.27,244.07,3.91,1
,,,,,,,,,,
0.08,1.03,-9.31,-0.03,0.03,0.04,39.12,984.27,244.16,3.91,1
,,,,,,,,,,
0.1,1.07,-9.33,-0.03,0.03,0.03,39.13,984.29,243.97,3.91,1
,,,,,,,,,,
0.08,1.01,-9.33,-0.03,0.03,0.03,39.13,984.29,243.84,3.93,1
,,,,,,,,,,
0.07,1.01,-9.32,-0.03,0.03,0.03,39.13,984.31,243.72,3.73,1
,,,,,,,,,,
0.04,1.03,-9.3,-0.03,0.03,0.03,39.13,984.32,243.73,3.69,1
,,,,,,,,,,
0.06,1.05,-9.33,-0.03,0.03,0.03,39.14,984.31,243.82,3.87,1
,,,,,,,,,,
0.08,1.02,-9.32,-0.03,0.03,0.04,39.14,984.31,243.72,3.88,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.14,984.33,243.64,3.68,1
,,,,,,,,,,
0.05,1.02,-9.36,-0.03,0.03,0.04,39.14,984.33,243.65,3.71,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,39.14,984.32,243.73,3.91,1
,,,,,,,,,,
0.08,1.03,-9.33,-0.03,0.03,0.03,39.15,984.31,243.74,3.68,1
,,,,,,,,,,
0.07,1.04,-9.33,-0.03,0.03,0.03,39.15,984.31,243.88,3.68,1
,,,,,,,,,,
0.08,1.04,-9.35,-0.03,0.03,0.03,39.15,984.3,243.83,3.67,1
,,,,,,,,,,
0.04,1.02,-9.34,-0.03,0.03,0.03,39.16,984.29,243.91,3.9,1
,,,,,,,,,,
0.08,1.02,-9.36,-0.03,0.03,0.03,39.16,984.29,243.96,3.94,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,39.16,984.3,243.96,3.85,1
,,,,,,,,,,
0.06,1.02,-9.32,-0.03,0.03,0.03,39.16,984.29,243.9,3.68,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.16,984.3,243.92,3.88,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.16,984.3,243.92,3.88,0
,,,,,,,,,,
0.06,1,-9.35,-0.03,0.03,0.03,39.17,984.27,244.12,3.68,1
,,,,,,,,,,
0.06,1.04,-9.35,-0.03,0.03,0.03,39.17,984.25,244.27,3.68,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,39.17,984.25,244.29,3.69,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.18,984.24,244.32,3.91,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.18,984.25,244.23,3.8,1
,,,,,,,,,,
0.05,1.04,-9.32,-0.03,0.03,0.03,39.18,984.25,244.29,3.69,1
,,,,,,,,,,
0.05,1.04,-9.32,-0.03,0.03,0.03,39.18,984.25,244.29,3.69,0
,,,,,,,,,,
0.06,1.01,-9.31,-0.03,0.03,0.03,39.19,984.25,244.26,3.71,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.19,984.27,244.19,3.73,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.19,984.26,244.14,3.68,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.2,984.27,244.1,3.69,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,39.2,984.27,244.08,3.95,1
,,,,,,,,,,
0.08,1.03,-9.31,-0.03,0.03,0.03,39.2,984.27,244.13,3.71,1
,,,,,,,,,,
0.04,1.02,-9.32,-0.03,0.03,0.03,39.2,984.28,244,3.7,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,39.21,984.31,243.77,3.79,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.21,984.31,243.78,3.71,1
,,,,,,,,,,
0.08,1.04,-9.33,-0.03,0.03,0.03,39.21,984.31,243.84,3.69,1
,,,,,,,,,,
0.07,1,-9.36,-0.03,0.03,0.03,39.21,984.31,243.88,3.83,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.22,984.31,243.82,3.72,1
,,,,,,,,,,
0.05,1.01,-9.33,-0.03,0.03,0.03,39.22,984.32,243.68,3.71,1
,,,,,,,,,,
0.07,1,-9.36,-0.03,0.03,0.03,39.22,984.33,243.67,3.92,1
,,,,,,,,,,
0.08,1.01,-9.31,-0.03,0.03,0.03,39.23,984.31,243.68,3.71,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.23,984.32,243.72,3.71,1
,,,,,,,,,,
0.07,1.03,-9.36,-0.03,0.03,0.03,39.23,984.32,243.82,3.92,1
,,,,,,,,,,
0.11,1.04,-9.33,-0.03,0.03,0.03,39.23,984.31,243.73,3.71,1
,,,,,,,,,,
0.07,1.03,-9.35,-0.03,0.03,0.03,39.24,984.32,243.61,3.89,1
,,,,,,,,,,
0.07,1.01,-9.32,-0.03,0.03,0.03,39.24,984.33,243.6,3.86,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.24,984.34,243.66,3.85,1
,,,,,,,,,,
0.07,1.03,-9.36,-0.03,0.03,0.03,39.24,984.34,243.51,3.76,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.25,984.35,243.46,3.91,1
,,,,,,,,,,
0.05,1.04,-9.33,-0.03,0.03,0.03,39.25,984.33,243.49,3.88,1
,,,,,,,,,,
0.05,1.03,-9.32,-0.03,0.03,0.03,39.25,984.34,243.45,3.91,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.25,984.35,243.41,3.92,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.26,984.36,243.38,3.96,1
,,,,,,,,,,
0.08,1.04,-9.32,-0.03,0.03,0.03,39.26,984.37,243.25,3.93,1
,,,,,,,,,,
0.08,1.04,-9.35,-0.03,0.03,0.04,39.26,984.38,243.13,3.79,1
,,,,,,,,,,
0.08,1.04,-9.35,-0.03,0.03,0.04,39.26,984.38,243.13,3.79,0
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.26,984.4,243.01,3.94,1
,,,,,,,,,,
0.1,1.02,-9.3,-0.03,0.03,0.03,39.27,984.4,242.88,3.95,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.27,984.41,242.9,3.96,1
,,,,,,,,,,
0.08,1.02,-9.36,-0.03,0.03,0.03,39.28,984.43,242.71,3.95,1
,,,,,,,,,,
0.07,1.02,-9.3,-0.03,0.03,0.03,39.28,984.43,242.8,3.95,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,39.28,984.43,242.74,3.95,1
,,,,,,,,,,
0.09,1.04,-9.34,-0.03,0.03,0.03,39.28,984.44,242.58,3.96,1
,,,,,,,,,,
0.08,1.05,-9.35,-0.03,0.03,0.03,39.29,984.46,242.52,3.71,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.29,984.46,242.42,3.91,1
,,,,,,,,,,
0.08,1.02,-9.31,-0.03,0.03,0.03,39.29,984.47,242.38,3.96,1
,,,,,,,,,,
0.06,1.02,-9.31,-0.03,0.03,0.03,39.29,984.48,242.34,3.92,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.29,984.48,242.36,3.68,1
,,,,,,,,,,
0.08,1.03,-9.32,-0.03,0.03,0.03,39.3,984.48,242.28,3.95,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.3,984.47,242.44,3.91,1
,,,,,,,,,,
0.06,1.02,-9.34,-0.03,0.03,0.03,39.3,984.46,242.54,3.9,1
,,,,,,,,,,
0.06,1,-9.33,-0.03,0.03,0.03,39.3,984.45,242.63,3.96,1
,,,,,,,,,,
0.07,1.04,-9.34,-0.03,0.03,0.03,39.3,984.44,242.75,3.75,1
,,,,,,,,,,
0.09,1.01,-9.37,-0.03,0.03,0.03,39.31,984.43,242.81,3.86,1
,,,,,,,,,,
0.06,1.01,-9.33,-0.03,0.03,0.03,39.31,984.42,242.86,3.96,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.31,984.4,242.98,3.95,1
,,,,,,,,,,
0.09,1.05,-9.33,-0.03,0.03,0.03,39.31,984.41,242.88,3.7,1
,,,,,,,,,,
0.06,1.03,-9.34,-0.03,0.03,0.03,39.32,984.39,242.98,3.91,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.32,984.41,242.92,3.94,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.32,984.41,242.92,3.94,0
,,,,,,,,,,
0.06,1.04,-9.36,-0.03,0.03,0.03,39.32,984.4,242.96,3.79,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,39.32,984.39,243.03,3.74,1
,,,,,,,,,,
0.07,1.04,-9.34,-0.03,0.03,0.03,39.33,984.42,242.91,3.71,1
,,,,,,,,,,
0.09,1.03,-9.33,-0.03,0.03,0.03,39.33,984.4,242.99,3.95,1
,,,,,,,,,,
0.07,1.03,-9.31,-0.03,0.03,0.03,39.33,984.4,243.09,3.69,1
,,,,,,,,,,
0.07,1.01,-9.35,-0.03,0.03,0.03,39.33,984.39,243.11,3.82,1
,,,,,,,,,,
0.08,1.03,-9.32,-0.03,0.03,0.03,39.34,984.4,243.05,3.88,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,39.34,984.4,243.03,3.68,1
,,,,,,,,,,
0.08,1.02,-9.35,-0.03,0.03,0.03,39.34,984.39,243.04,3.71,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,39.34,984.39,243.08,3.7,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.34,984.4,243.1,3.73,1
,,,,,,,,,,
0.06,1.01,-9.35,-0.03,0.03,0.03,39.35,984.4,243.11,3.69,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.35,984.39,243.1,3.71,1
,,,,,,,,,,
0.08,1.01,-9.32,-0.03,0.03,0.03,39.35,984.4,243.02,3.7,1
,,,,,,,,,,
0.06,1.03,-9.37,-0.03,0.03,0.03,39.35,984.4,243,3.74,1
,,,,,,,,,,
0.08,1.04,-9.34,-0.03,0.03,0.03,39.36,984.4,242.98,3.69,1
,,,,,,,,,,
0.08,1.04,-9.34,-0.03,0.03,0.03,39.36,984.4,242.98,3.69,0
,,,,,,,,,,
0.08,1.03,-9.34,-0.03,0.03,0.03,39.36,984.42,242.84,3.67,1
,,,,,,,,,,
0.08,1.03,-9.35,-0.03,0.03,0.03,39.36,984.44,242.72,3.69,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.36,984.44,242.54,3.7,1
,,,,,,,,,,
0.05,1.04,-9.34,-0.03,0.03,0.03,39.36,984.45,242.57,3.68,1
,,,,,,,,,,
0.08,1.03,-9.36,-0.03,0.03,0.03,39.37,984.45,242.54,3.95,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.37,984.46,242.52,3.68,1
,,,,,,,,,,
0.07,1.01,-9.33,-0.03,0.03,0.03,39.37,984.47,242.45,3.68,1
,,,,,,,,,,
0.07,1.01,-9.33,-0.03,0.03,0.03,39.38,984.47,242.47,3.69,1
,,,,,,,,,,
0.06,1.03,-9.36,-0.03,0.03,0.03,39.38,984.47,242.46,3.69,1
,,,,,,,,,,
0.05,1.04,-9.36,-0.03,0.03,0.03,39.38,984.47,242.42,3.68,1
,,,,,,,,,,
0.07,1.02,-9.36,-0.03,0.03,0.03,39.38,984.48,242.34,3.68,1
,,,,,,,,,,
