Acceleration_x,Acceleration_y,Acceleration_z,Gyro_x,Gyro_y,Gyro_z,Temperature,Pressure,Altitude,Voltage,Rflink
0.06,1.05,-9.33,-0.03,0.03,0.03,39.39,984.48,242.29,3.67,1
,,,,,,,,,,
0.08,1.03,-9.33,-0.03,0.03,0.03,39.39,984.48,242.44,3.72,1
,,,,,,,,,,
0.06,1.04,-9.31,-0.03,0.03,0.04,39.39,984.47,242.45,3.67,1
,,,,,,,,,,
0.05,0.99,-9.32,-0.03,0.03,0.03,39.39,984.46,242.51,3.74,1
,,,,,,,,,,
0.06,1.02,-9.3,-0.03,0.03,0.03,39.4,984.44,242.7,3.78,1
,,,,,,,,,,
0.08,0.99,-9.31,-0.03,0.03,0.03,39.4,984.43,242.86,3.96,1
,,,,,,,,,,
0.08,1.02,-9.34,-0.03,0.03,0.03,39.4,984.4,243,3.69,1
,,,,,,,,,,
0.08,0.99,-9.36,-0.03,0.03,0.03,39.41,984.39,243.13,3.69,1
,,,,,,,,,,
0.08,0.99,-9.36,-0.03,0.03,0.03,39.41,984.39,243.13,3.69,0
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,39.41,984.37,243.27,3.85,1
,,,,,,,,,,
0.06,1,-9.34,-0.03,0.03,0.03,39.42,984.35,243.45,3.77,1
,,,,,,,,,,
0.06,1.05,-9.32,-0.03,0.03,0.03,39.42,984.35,243.5,3.68,1
,,,,,,,,,,
0.08,1.04,-9.35,-0.03,0.03,0.03,39.42,984.33,243.58,3.73,1
,,,,,,,,,,
0.08,1.04,-9.35,-0.03,0.03,0.03,39.42,984.33,243.6,3.73,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.43,984.33,243.64,3.7,1
,,,,,,,,,,
0.08,1.04,-9.33,-0.03,0.03,0.03,39.43,984.33,243.59,3.95,1
,,,,,,,,,,
0.05,1.03,-9.32,-0.03,0.03,0.03,39.43,984.34,243.55,3.82,1
,,,,,,,,,,
0.05,1.03,-9.32,-0.03,0.03,0.03,39.43,984.34,243.55,3.82,0
,,,,,,,,,,
0.07,1.04,-9.29,-0.03,0.03,0.03,39.43,984.35,243.47,3.91,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,39.43,984.36,243.27,3.85,1
,,,,,,,,,,
0.08,1.03,-9.33,-0.03,0.03,0.03,39.44,984.38,243.15,3.81,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.44,984.39,242.99,3.82,1
,,,,,,,,,,
0.07,1.02,-9.36,-0.03,0.03,0.03,39.44,984.41,242.87,3.84,1
,,,,,,,,,,
0.08,1.01,-9.33,-0.03,0.03,0.03,39.45,984.42,242.83,3.9,1
,,,,,,,,,,
0.05,1.03,-9.35,-0.03,0.03,0.03,39.45,984.42,242.84,3.95,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.45,984.42,242.79,3.92,1
,,,,,,,,,,
0.08,1.04,-9.35,-0.03,0.03,0.03,39.45,984.42,242.89,3.77,1
,,,,,,,,,,
0.07,1.02,-9.31,-0.03,0.03,0.03,39.45,984.42,242.92,3.9,1
,,,,,,,,,,
0.07,1.03,-9.28,-0.03,0.03,0.03,39.45,984.4,242.97,3.91,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.45,984.39,243.17,3.94,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.45,984.38,243.19,3.95,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,39.45,984.38,243.08,3.96,1
,,,,,,,,,,
0.06,1.01,-9.34,-0.03,0.03,0.04,39.45,984.38,243.21,3.96,1
,,,,,,,,,,
0.06,1.04,-9.34,-0.03,0.03,0.03,39.46,984.37,243.27,3.85,1
,,,,,,,,,,
0.07,1.02,-9.31,-0.03,0.03,0.03,39.46,984.37,243.23,3.73,1
,,,,,,,,,,
0.07,1.04,-9.33,-0.03,0.03,0.03,39.46,984.37,243.23,3.93,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.46,984.37,243.27,3.67,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.46,984.39,243.13,3.95,1
,,,,,,,,,,
0.06,1.04,-9.33,-0.03,0.03,0.03,39.46,984.39,243.06,3.93,1
,,,,,,,,,,
0.07,1.02,-9.36,-0.03,0.03,0.03,39.46,984.4,243.03,3.95,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.46,984.4,243.04,3.87,1
,,,,,,,,,,
0.06,1.03,-9.36,-0.03,0.03,0.03,39.47,984.4,243.01,3.68,1
,,,,,,,,,,
0.06,1.02,-9.36,-0.03,0.03,0.03,39.47,984.41,242.9,3.88,1
,,,,,,,,,,
0.08,1.04,-9.33,-0.03,0.03,0.03,39.47,984.43,242.8,3.96,1
,,,,,,,,,,
0.05,1.03,-9.32,-0.03,0.03,0.03,39.47,984.43,242.7,3.88,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.48,984.45,242.59,3.94,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,39.48,984.45,242.56,3.95,1
,,,,,,,,,,
0.08,1.04,-9.33,-0.03,0.04,0.03,39.48,984.46,242.46,3.91,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.48,984.47,242.4,3.94,1
,,,,,,,,,,
0.07,1.04,-9.34,-0.03,0.03,0.03,39.48,984.47,242.38,3.91,1
,,,,,,,,,,
0.07,1.04,-9.35,-0.03,0.03,0.03,39.49,984.47,242.34,3.92,1
,,,,,,,,,,
0.06,1.03,-9.34,-0.03,0.03,0.03,39.49,984.47,242.34,3.9,1
,,,,,,,,,,
0.05,1.02,-9.32,-0.03,0.03,0.03,39.49,984.47,242.35,3.74,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.49,984.48,242.28,3.94,1
,,,,,,,,,,
0.08,1.04,-9.31,-0.03,0.03,0.03,39.49,984.48,242.32,3.77,1
,,,,,,,,,,
0.06,1.02,-9.31,-0.03,0.03,0.03,39.49,984.48,242.33,3.85,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.5,984.47,242.38,3.73,1
,,,,,,,,,,
0.06,1.02,-9.35,-0.03,0.03,0.03,39.5,984.47,242.47,3.84,1
,,,,,,,,,,
0.08,1.03,-9.29,-0.03,0.03,0.03,39.5,984.46,242.5,3.83,1
,,,,,,,,,,
0.09,1.03,-9.33,-0.03,0.03,0.03,39.5,984.46,242.52,3.94,1
,,,,,,,,,,
0.06,1.02,-9.32,-0.03,0.03,0.03,39.5,984.46,242.51,3.7,1
,,,,,,,,,,
0.08,1.04,-9.31,-0.03,0.03,0.03,39.51,984.45,242.62,3.79,1
,,,,,,,,,,
0.08,1.04,-9.31,-0.03,0.03,0.03,39.51,984.45,242.62,3.79,0
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.51,984.45,242.58,3.71,1
,,,,,,,,,,
0.06,1.02,-9.32,-0.03,0.03,0.03,39.51,984.43,242.73,3.67,1
,,,,,,,,,,
0.06,1.05,-9.32,-0.03,0.03,0.03,39.51,984.43,242.74,3.74,1
,,,,,,,,,,
0.06,1.03,-9.34,-0.03,0.03,0.03,39.52,984.42,242.85,3.71,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.52,984.42,242.9,3.85,1
,,,,,,,,,,
0.07,1.04,-9.33,-0.03,0.04,0.03,39.52,984.41,242.95,3.68,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.52,984.41,242.92,3.68,1
,,,,,,,,,,
0.06,1.02,-9.31,-0.03,0.03,0.03,39.53,984.39,243.07,3.69,1
,,,,,,,,,,
0.06,1.03,-9.35,-0.03,0.03,0.03,39.53,984.4,242.98,3.69,1
,,,,,,,,,,
0.06,1.04,-9.33,-0.03,0.03,0.03,39.53,984.4,242.99,3.69,1
,,,,,,,,,,
0.06,1.02,-9.32,-0.03,0.03,0.03,39.53,984.41,242.98,3.69,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.53,984.39,243.03,3.68,1
,,,,,,,,,,
0.09,1.04,-9.34,-0.03,0.03,0.03,39.53,984.4,242.93,3.7,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.54,984.42,242.82,3.73,1
,,,,,,,,,,
0.1,1.02,-9.31,-0.03,0.03,0.03,39.54,984.44,242.75,3.67,1
,,,,,,,,,,
0.06,1,-9.33,-0.03,0.03,0.03,39.54,984.44,242.65,3.69,1
,,,,,,,,,,
0.07,1.03,-9.3,-0.03,0.03,0.04,39.54,984.44,242.64,3.67,1
,,,,,,,,,,
0.06,1.03,-9.37,-0.03,0.03,0.03,39.54,984.46,242.48,3.68,1
,,,,,,,,,,
0.06,1.05,-9.33,-0.03,0.03,0.03,39.55,984.47,242.37,3.67,1
,,,,,,,,,,
0.08,1.03,-9.28,-0.03,0.03,0.04,39.55,984.48,242.3,3.67,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.04,39.55,984.49,242.28,3.67,1
,,,,,,,,,,
0.06,1.04,-9.35,-0.03,0.03,0.03,39.55,984.5,242.18,3.73,1
,,,,,,,,,,
0.07,1.03,-9.31,-0.03,0.03,0.03,39.56,984.51,242.04,3.74,1
,,,,,,,,,,
0.07,1.03,-9.3,-0.03,0.03,0.03,39.56,984.51,242,3.72,1
,,,,,,,,,,
0.07,1.02,-9.35,-0.03,0.03,0.03,39.56,984.53,241.87,3.7,1
,,,,,,,,,,
0.09,1.03,-9.34,-0.03,0.03,0.03,39.56,984.54,241.74,3.69,1
,,,,,,,,,,
0.06,1.02,-9.32,-0.03,0.03,0.04,39.57,984.54,241.8,3.69,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.57,984.55,241.75,3.73,1
,,,,,,,,,,
0.07,1.02,-9.34,-0.03,0.03,0.04,39.57,984.55,241.74,3.84,1
,,,,,,,,,,
0.06,1.04,-9.33,-0.03,0.03,0.03,39.57,984.54,241.84,3.79,1
,,,,,,,,,,
0.06,1.02,-9.32,-0.03,0.03,0.03,39.57,984.53,241.9,3.89,1
,,,,,,,,,,
0.06,1.03,-9.34,-0.03,0.03,0.03,39.57,984.53,241.87,3.83,1
,,,,,,,,,,
0.06,1.02,-9.32,-0.03,0.03,0.03,39.58,984.54,241.89,3.67,1
,,,,,,,,,,
0.06,1.02,-9.32,-0.03,0.03,0.03,39.58,984.54,241.89,3.67,0
,,,,,,,,,,
0.05,1.03,-9.32,-0.03,0.03,0.03,39.58,984.53,241.89,3.76,1
,,,,,,,,,,
0.07,1.04,-9.33,-0.03,0.03,0.03,39.58,984.54,241.81,3.8,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,39.58,984.54,241.88,3.81,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.59,984.54,241.81,3.79,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.59,984.53,241.83,3.85,1
,,,,,,,,,,
0.07,1.02,-9.37,-0.03,0.03,0.03,39.59,984.54,241.83,3.85,1
,,,,,,,,,,
0.08,1.02,-9.32,-0.03,0.03,0.03,39.59,984.55,241.7,3.88,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,39.59,984.55,241.72,3.87,1
,,,,,,,,,,
0.05,1.03,-9.33,-0.03,0.03,0.03,39.59,984.56,241.66,3.89,1
,,,,,,,,,,
0.08,1.04,-9.35,-0.03,0.03,0.03,39.6,984.56,241.65,3.82,1
,,,,,,,,,,
0.08,1.01,-9.32,-0.03,0.03,0.03,39.6,984.56,241.58,3.85,1
,,,,,,,,,,
0.06,1.03,-9.34,-0.03,0.03,0.03,39.6,984.58,241.56,3.88,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.6,984.59,241.55,3.88,1
,,,,,,,,,,
0.06,1.03,-9.36,-0.03,0.03,0.03,39.6,984.56,241.66,3.88,1
,,,,,,,,,,
0.07,1.02,-9.31,-0.03,0.03,0.03,39.61,984.58,241.54,3.87,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.61,984.58,241.41,3.94,1
,,,,,,,,,,
0.07,1.05,-9.34,-0.03,0.03,0.03,39.61,984.58,241.45,3.91,1
,,,,,,,,,,
0.08,1.01,-9.35,-0.03,0.03,0.03,39.61,984.6,241.34,3.94,1
,,,,,,,,,,
0.05,1.04,-9.34,-0.03,0.03,0.03,39.62,984.61,241.17,3.95,1
,,,,,,,,,,
0.06,1.02,-9.31,-0.03,0.03,0.03,39.62,984.62,241.16,3.95,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.62,984.63,241.02,3.94,1
,,,,,,,,,,
0.06,1.05,-9.31,-0.03,0.03,0.03,39.63,984.63,240.98,3.92,1
,,,,,,,,,,
0.05,1.02,-9.32,-0.03,0.03,0.03,39.63,984.63,240.98,3.94,1
,,,,,,,,,,
0.06,1.03,-9.34,-0.03,0.03,0.03,39.63,984.65,240.91,3.91,1
,,,,,,,,,,
0.06,1.04,-9.3,-0.03,0.03,0.03,39.63,984.65,240.9,3.9,1
,,,,,,,,,,
0.07,1.04,-9.35,-0.03,0.03,0.03,39.64,984.66,240.81,3.95,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,39.64,984.66,240.82,3.95,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.64,984.67,240.68,3.68,1
,,,,,,,,,,
0.06,1.02,-9.37,-0.03,0.03,0.03,39.64,984.69,240.57,3.95,1
,,,,,,,,,,
0.05,1.03,-9.32,-0.03,0.03,0.03,39.64,984.7,240.47,3.96,1
,,,,,,,,,,
0.07,1.03,-9.37,-0.03,0.03,0.04,39.65,984.7,240.52,3.95,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,39.65,984.69,240.51,3.95,1
,,,,,,,,,,
0.08,1.02,-9.31,-0.03,0.03,0.03,39.65,984.71,240.51,3.9,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.65,984.7,240.45,3.91,1
,,,,,,,,,,
0.07,1.04,-9.33,-0.03,0.03,0.03,39.66,984.71,240.34,3.95,1
,,,,,,,,,,
0.06,1.04,-9.34,-0.03,0.03,0.03,39.66,984.72,240.28,3.95,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.66,984.73,240.26,3.95,1
,,,,,,,,,,
0.09,1.04,-9.33,-0.03,0.04,0.03,39.66,984.73,240.29,3.95,1
,,,,,,,,,,
0.06,1.04,-9.32,-0.03,0.03,0.03,39.66,984.73,240.2,3.95,1
,,,,,,,,,,
0.06,1.04,-9.33,-0.03,0.03,0.03,39.67,984.74,240.11,3.88,1
,,,,,,,,,,
0.06,1.03,-9.31,-0.03,0.03,0.03,39.67,984.75,240,3.78,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.67,984.76,239.91,3.88,1
,,,,,,,,,,
0.05,1.03,-9.29,-0.03,0.03,0.03,39.68,984.77,239.83,3.72,1
,,,,,,,,,,
0.06,1.03,-9.34,-0.03,0.03,0.03,39.68,984.77,239.85,3.93,1
,,,,,,,,,,
0.08,1.02,-9.36,-0.03,0.03,0.03,39.68,984.78,239.79,3.87,1
,,,,,,,,,,
0.07,1.04,-9.33,-0.03,0.03,0.03,39.68,984.79,239.64,3.88,1
,,,,,,,,,,
0.06,1.03,-9.38,-0.03,0.03,0.03,39.69,984.8,239.61,3.85,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.69,984.8,239.6,3.71,1
,,,,,,,,,,
0.08,1.03,-9.32,-0.03,0.03,0.03,39.69,984.81,239.57,3.7,1
,,,,,,,,,,
0.08,1.03,-9.32,-0.03,0.03,0.03,39.69,984.81,239.57,3.7,0
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.7,984.81,239.56,3.83,1
,,,,,,,,,,
0.08,1.01,-9.34,-0.03,0.03,0.03,39.7,984.82,239.45,3.81,1
,,,,,,,,,,
0.07,1.04,-9.34,-0.03,0.03,0.03,39.7,984.81,239.52,3.73,1
,,,,,,,,,,
0.07,1.04,-9.34,-0.03,0.03,0.03,39.71,984.81,239.48,3.69,1
,,,,,,,,,,
0.08,1.01,-9.33,-0.03,0.03,0.03,39.71,984.83,239.42,3.68,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.71,984.81,239.49,3.7,1
,,,,,,,,,,
0.08,1.02,-9.35,-0.03,0.03,0.03,39.71,984.81,239.55,3.72,1
,,,,,,,,,,
0.06,1.02,-9.34,-0.03,0.03,0.03,39.72,984.8,239.59,3.68,1
,,,,,,,,,,
0.09,1.02,-9.34,-0.03,0.03,0.03,39.72,984.79,239.7,3.68,1
,,,,,,,,,,
0.08,1.03,-9.28,-0.03,0.03,0.03,39.72,984.78,239.79,3.68,1
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.73,984.77,239.91,3.68,1
,,,,,,,,,,
0.07,1.04,-9.31,-0.03,0.03,0.03,39.73,984.75,240.06,3.92,1
,,,,,,,,,,
0.06,1.02,-9.31,-0.03,0.03,0.03,39.73,984.72,240.29,3.68,1
,,,,,,,,,,
0.06,1.04,-9.33,-0.03,0.03,0.03,39.73,984.72,240.25,3.68,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.74,984.71,240.4,3.67,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.74,984.7,240.47,3.68,1
,,,,,,,,,,
0.07,1.03,-9.31,-0.03,0.03,0.03,39.74,984.71,240.32,3.69,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.75,984.7,240.38,3.68,1
,,,,,,,,,,
0.07,1.03,-9.33,-0.03,0.03,0.03,39.75,984.7,240.44,3.7,1
,,,,,,,,,,
0.07,1.02,-9.31,-0.03,0.04,0.03,39.75,984.7,240.44,3.7,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.76,984.71,240.38,3.69,1
,,,,,,,,,,
0.05,1.01,-9.33,-0.03,0.03,0.03,39.76,984.71,240.39,3.73,1
,,,,,,,,,,
0.06,1.03,-9.3,-0.03,0.03,0.03,39.76,984.7,240.44,3.7,1
,,,,,,,,,,
0.08,1.03,-9.33,-0.03,0.03,0.03,39.76,984.71,240.42,3.7,1
,,,,,,,,,,
0.09,1.04,-9.34,-0.03,0.03,0.03,39.77,984.71,240.37,3.71,1
,,,,,,,,,,
0.09,1.03,-9.3,-0.03,0.03,0.03,39.77,984.73,240.17,3.7,1
,,,,,,,,,,
0.06,1.04,-9.32,-0.03,0.03,0.03,39.77,984.72,240.24,3.77,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.78,984.73,240.17,3.71,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.78,984.73,240.17,3.71,0
,,,,,,,,,,
0.07,1.03,-9.34,-0.03,0.03,0.03,39.78,984.73,240.27,3.87,1
,,,,,,,,,,
0.08,1.03,-9.33,-0.03,0.03,0.03,39.79,984.72,240.28,3.82,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.79,984.72,240.26,3.71,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.79,984.73,240.27,3.73,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,39.8,984.71,240.24,3.91,1
,,,,,,,,,,
0.05,1.02,-9.34,-0.03,0.03,0.03,39.8,984.72,240.28,3.85,1
,,,,,,,,,,
0.08,1.01,-9.33,-0.03,0.03,0.03,39.8,984.71,240.43,3.82,1
,,,,,,,,,,
0.07,1,-9.34,-0.03,0.03,0.03,39.81,984.7,240.51,3.84,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,39.81,984.69,240.56,3.88,1
,,,,,,,,,,
0.07,1.03,-9.32,-0.03,0.03,0.03,39.81,984.67,240.68,3.91,1
,,,,,,,,,,
0.05,1.02,-9.33,-0.03,0.03,0.04,39.82,984.67,240.7,3.89,1
,,,,,,,,,,
0.08,1.05,-9.3,-0.03,0.03,0.03,39.82,984.67,240.72,3.85,1
,,,,,,,,,,
0.06,1.04,-9.33,-0.03,0.03,0.03,39.83,984.67,240.73,3.94,1
,,,,,,,,,,
0.08,1.03,-9.32,-0.03,0.03,0.03,39.83,984.66,240.74,3.89,1
,,,,,,,,,,
0.08,1.04,-9.3,-0.03,0.03,0.03,39.83,984.66,240.82,3.91,1
,,,,,,,,,,
0.07,1.03,-9.36,-0.03,0.03,0.03,39.84,984.64,240.89,3.88,1
,,,,,,,,,,
0.06,1.03,-9.34,-0.03,0.03,0.03,39.84,984.67,240.76,3.85,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,39.84,984.66,240.79,3.96,1
,,,,,,,,,,
0.06,1.04,-9.34,-0.03,0.03,0.03,39.85,984.68,240.63,3.95,1
,,,,,,,,,,
0.07,1.02,-9.34,-0.03,0.03,0.03,39.85,984.67,240.66,3.94,1
,,,,,,,,,,
0.06,1.01,-9.33,-0.03,0.03,0.04,39.85,984.67,240.71,3.75,1
,,,,,,,,,,
0.06,1.04,-9.34,-0.03,0.03,0.04,39.85,984.68,240.68,3.68,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,39.86,984.67,240.76,3.94,1
,,,,,,,,,,
0.07,1.04,-9.34,-0.03,0.03,0.03,39.86,984.66,240.78,3.68,1
,,,,,,,,,,
0.06,1.03,-9.32,-0.03,0.03,0.03,39.87,984.67,240.66,3.95,1
,,,,,,,,,,
0.08,1.02,-9.32,-0.03,0.03,0.03,39.87,984.68,240.76,3.95,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.87,984.66,240.82,3.93,1
,,,,,,,,,,
0.07,1.01,-9.33,-0.03,0.03,0.03,39.87,984.66,240.78,3.68,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,39.88,984.67,240.73,3.92,1
,,,,,,,,,,
0.08,1.02,-9.34,-0.03,0.03,0.03,39.88,984.67,240.73,3.87,1
,,,,,,,,,,
0.06,1.02,-9.31,-0.03,0.03,0.03,39.88,984.66,240.71,3.91,1
,,,,,,,,,,
0.07,1.04,-9.34,-0.03,0.03,0.03,39.89,984.67,240.64,3.91,1
,,,,,,,,,,
0.07,1.04,-9.31,-0.03,0.03,0.03,39.89,984.68,240.59,3.95,1
,,,,,,,,,,
0.06,1.02,-9.35,-0.03,0.03,0.03,39.89,984.69,240.56,3.82,1
,,,,,,,,,,
0.08,1.05,-9.31,-0.03,0.03,0.03,39.9,984.69,240.49,3.95,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,39.9,984.7,240.49,3.67,1
,,,,,,,,,,
0.07,1.04,-9.31,-0.03,0.03,0.04,39.9,984.71,240.38,3.85,1
,,,,,,,,,,
0.07,1.02,-9.32,-0.03,0.03,0.03,39.91,984.71,240.3,3.87,1
,,,,,,,,,,
0.06,1.05,-9.32,-0.03,0.03,0.03,39.91,984.73,240.22,3.84,1
,,,,,,,,,,
0.05,1.02,-9.29,-0.03,0.03,0.03,39.92,984.72,240.24,3.95,1
,,,,,,,,,,
0.07,1.04,-9.34,-0.03,0.03,0.03,39.92,984.73,240.12,3.93,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,39.92,984.73,240.24,3.68,1
,,,,,,,,,,
0.08,1.03,-9.33,-0.03,0.03,0.04,39.92,984.74,240.16,3.68,1
,,,,,,,,,,
0.07,1.04,-9.32,-0.03,0.03,0.03,39.93,984.74,240.08,3.85,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.03,39.93,984.76,239.97,3.83,1
,,,,,,,,,,
0.06,1.05,-9.32,-0.03,0.03,0.03,39.93,984.76,239.92,3.83,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.04,39.93,984.76,239.95,3.79,1
,,,,,,,,,,
0.06,1.02,-9.33,-0.03,0.03,0.03,39.94,984.76,239.99,3.71,1
,,,,,,,,,,
0.07,1.01,-9.31,-0.03,0.03,0.03,39.94,984.76,239.92,3.94,1
,,,,,,,,,,
0.07,1.05,-9.33,-0.03,0.03,0.03,39.94,984.78,239.8,3.88,1
,,,,,,,,,,
0.08,1.03,-9.33,-0.03,0.03,0.04,39.95,984.78,239.75,3.86,1
,,,,,,,,,,
0.09,1.02,-9.31,-0.03,0.03,0.03,39.95,984.78,239.78,3.84,1
,,,,,,,,,,
0.09,1.03,-9.31,-0.03,0.03,0.04,39.95,984.78,239.72,3.93,1
,,,,,,,,,,
0.08,1.03,-9.35,-0.03,0.03,0.03,39.96,984.78,239.76,3.69,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.96,984.78,239.77,3.95,1
,,,,,,,,,,
0.08,1.02,-9.33,-0.03,0.03,0.03,39.96,984.78,239.74,3.7,1
,,,,,,,,,,
0.06,1.02,-9.29,-0.03,0.03,0.03,39.97,984.79,239.75,3.94,1
,,,,,,,,,,
0.08,1.04,-9.33,-0.03,0.03,0.03,39.97,984.78,239.72,3.73,1
,,,,,,,,,,
0.06,1.04,-9.32,-0.03,0.03,0.04,39.97,984.79,239.76,3.89,1
,,,,,,,,,,
0.08,1.02,-9.35,-0.03,0.03,0.03,39.98,984.76,240.02,3.78,1
,,,,,,,,,,
0.06,1.04,-9.33,-0.03,0.03,0.04,39.98,984.73,240.28,3.69,1
,,,,,,,,,,
0.07,1.02,-9.33,-0.03,0.03,0.03,39.98,984.71,240.38,3.76,1
,,,,,,,,,,
0.07,1,-9.34,-0.03,0.03,0.04,39.99,984.69,240.54,3.7,1
,,,,,,,,,,
0.08,1.02,-9.32,-0.03,0.03,0.03,39.99,984.68,240.71,3.83,1
,,,,,,,,,,
0.06,1.02,-9.34,-0.03,0.03,0.04,39.99,984.66,240.86,3.7,1
,,,,,,,,,,
0.07,1.01,-9.35,-0.03,0.03,0.03,39.99,984.63,241.08,3.7,1
,,,,,,,,,,
0.07,1.01,-9.35,-0.03,0.03,0.03,39.99,984.63,241.08,3.7,0
,,,,,,,,,,
0.06,1.02,-9.32,-0.03,0.03,0.04,40,984.61,241.28,3.67,1
,,,,,,,,,,
0.08,1.01,-9.35,-0.03,0.03,0.03,40,984.57,241.53,3.68,1
,,,,,,,,,,
0.09,1.03,-9.32,-0.03,0.03,0.03,40,984.56,241.72,3.68,1
,,,,,,,,,,
0.07,1.04,-9.34,-0.03,0.03,0.03,40.01,984.55,241.66,3.68,1
,,,,,,,,,,
0.05,1.02,-9.32,-0.03,0.03,0.03,40.01,984.54,241.84,3.73,1
,,,,,,,,,,
0.05,1.02,-9.32,-0.03,0.03,0.03,40.01,984.54,241.84,3.73,0
,,,,,,,,,,
0.07,1.03,-9.35,-0.03,0.03,0.03,40.01,984.52,241.88,3.68,1
,,,,,,,,,,
0.05,1.04,-9.32,-0.03,0.03,0.04,40.02,984.54,241.82,3.73,1
,,,,,,,,,,
0.06,1.03,-9.33,-0.03,0.03,0.04,40.02,984.54,241.84,3.7,1
,,,,,,,,,,
0.08,1.01,-9.33,-0.03,0.03,0.03,40.02,984.54,241.85,3.74,1
,,,,,,,,,,
